Timestamp,UTC,Callsign,Altitude,Speed,Direction,Latitude,Longitude
1727606396,2024-09-29T10:39:56Z,CEB806,0,0,295,1.341419,103.986061
1727606427,2024-09-29T10:40:27Z,CEB806,0,3,309,1.341298,103.986282
1727606469,2024-09-29T10:41:09Z,CEB806,0,0,25,1.340733,103.986412
1727606935,2024-09-29T10:48:55Z,CEB806,0,0,50,1.340641,103.988029
1727606947,2024-09-29T10:49:07Z,CEB806,0,9,25,1.341042,103.988197
1727606953,2024-09-29T10:49:13Z,CEB806,0,10,22,1.341286,103.988304
1727606972,2024-09-29T10:49:32Z,CEB806,0,0,22,1.34214,103.98867
1727606979,2024-09-29T10:49:39Z,CEB806,0,13,22,1.342541,103.988831
1727606987,2024-09-29T10:49:47Z,CEB806,0,14,22,1.34301,103.989029
1727607014,2024-09-29T10:50:14Z,CEB806,0,0,22,1.344778,103.989777
1727607021,2024-09-29T10:50:21Z,CEB806,0,15,22,1.345267,103.98999
1727607027,2024-09-29T10:50:27Z,CEB806,0,16,22,1.345676,103.990158
1727607034,2024-09-29T10:50:34Z,CEB806,0,15,22,1.346146,103.990356
1727607148,2024-09-29T10:52:28Z,CEB806,0,15,22,1.35379,103.993614
1727607172,2024-09-29T10:52:52Z,CEB806,0,0,22,1.355252,103.994217
1727607207,2024-09-29T10:53:27Z,CEB806,0,0,22,1.357567,103.995171
1727607234,2024-09-29T10:53:54Z,CEB806,0,0,22,1.359398,103.995956
1727607553,2024-09-29T10:59:13Z,CEB806,0,0,203,1.340239,103.989807
1727607562,2024-09-29T10:59:22Z,CEB806,625,173,203,1.333768,103.986969
1727607570,2024-09-29T10:59:30Z,CEB806,1000,170,202,1.327332,103.984291
1727607580,2024-09-29T10:59:40Z,CEB806,1350,174,202,1.320315,103.981384
1727607589,2024-09-29T10:59:49Z,CEB806,1525,182,202,1.313518,103.978584
1727607598,2024-09-29T10:59:58Z,CEB806,1675,195,204,1.306116,103.975273
1727607607,2024-09-29T11:00:07Z,CEB806,1825,204,204,1.29863,103.971817
1727607613,2024-09-29T11:00:13Z,CEB806,1950,213,204,1.293314,103.969398
1727607622,2024-09-29T11:00:22Z,CEB806,2075,226,204,1.284622,103.965439
1727607631,2024-09-29T11:00:31Z,CEB806,2225,239,203,1.275717,103.96154
1727607641,2024-09-29T11:00:41Z,CEB806,2475,247,203,1.265662,103.957275
1727607650,2024-09-29T11:00:50Z,CEB806,2950,244,202,1.255875,103.953239
1727607659,2024-09-29T11:00:59Z,CEB806,3425,244,195,1.246017,103.949699
1727607662,2024-09-29T11:01:02Z,CEB806,3525,244,191,1.243195,103.949051
1727607665,2024-09-29T11:01:05Z,CEB806,3650,245,186,1.239267,103.948517
1727607668,2024-09-29T11:01:08Z,CEB806,3775,247,180,1.235779,103.948357
1727607671,2024-09-29T11:01:11Z,CEB806,3900,247,174,1.232437,103.948586
1727607674,2024-09-29T11:01:14Z,CEB806,4000,248,169,1.228886,103.949181
1727607677,2024-09-29T11:01:17Z,CEB806,4125,249,162,1.225342,103.950172
1727607680,2024-09-29T11:01:20Z,CEB806,4225,249,156,1.222182,103.951454
1727607683,2024-09-29T11:01:23Z,CEB806,4325,252,150,1.21907,103.953148
1727607686,2024-09-29T11:01:26Z,CEB806,4425,254,145,1.216003,103.955147
1727607689,2024-09-29T11:01:29Z,CEB806,4500,256,141,1.213211,103.957382
1727607692,2024-09-29T11:01:32Z,CEB806,4600,258,138,1.210544,103.959694
1727607695,2024-09-29T11:01:35Z,CEB806,4675,260,137,1.208031,103.961967
1727607698,2024-09-29T11:01:38Z,CEB806,4775,262,137,1.20533,103.964432
1727607701,2024-09-29T11:01:41Z,CEB806,4875,263,136,1.202584,103.966988
1727607704,2024-09-29T11:01:44Z,CEB806,5000,265,136,1.199936,103.96949
1727607708,2024-09-29T11:01:48Z,CEB806,5125,266,136,1.196811,103.972382
1727607711,2024-09-29T11:01:51Z,CEB806,5225,267,136,1.194077,103.974983
1727607713,2024-09-29T11:01:53Z,CEB806,5325,268,137,1.191696,103.977173
1727607729,2024-09-29T11:02:09Z,CEB806,5900,274,137,1.177446,103.990097
1727607744,2024-09-29T11:02:24Z,CEB806,6525,276,138,1.162537,104.003334
1727607759,2024-09-29T11:02:39Z,CEB806,7150,276,131,1.148956,104.016281
1727607762,2024-09-29T11:02:42Z,CEB806,7275,277,125,1.146194,104.019905
1727607766,2024-09-29T11:02:46Z,CEB806,7375,276,120,1.14418,104.023163
1727607768,2024-09-29T11:02:48Z,CEB806,7475,276,115,1.142438,104.026703
1727607771,2024-09-29T11:02:51Z,CEB806,7600,277,113,1.140949,104.030205
1727607774,2024-09-29T11:02:54Z,CEB806,7700,277,112,1.139645,104.033424
1727607778,2024-09-29T11:02:58Z,CEB806,7800,277,111,1.137969,104.037735
1727607781,2024-09-29T11:03:01Z,CEB806,7900,276,111,1.136536,104.041504
1727607783,2024-09-29T11:03:03Z,CEB806,7950,275,111,1.135269,104.044647
1727607787,2024-09-29T11:03:07Z,CEB806,8025,275,111,1.133652,104.048721
1727607790,2024-09-29T11:03:10Z,CEB806,8075,276,112,1.132197,104.052322
1727607793,2024-09-29T11:03:13Z,CEB806,8100,275,112,1.130768,104.055794
1727607808,2024-09-29T11:03:28Z,CEB806,8150,276,113,1.123123,104.073669
1727607823,2024-09-29T11:03:43Z,CEB806,8150,277,113,1.115479,104.091179
1727607839,2024-09-29T11:03:59Z,CEB806,8150,276,112,1.107651,104.109474
1727607854,2024-09-29T11:04:14Z,CEB806,8150,278,112,1.100143,104.127205
1727607869,2024-09-29T11:04:29Z,CEB806,8125,278,112,1.092407,104.1455
1727607881,2024-09-29T11:04:41Z,CEB806,8150,277,112,1.086483,104.159676
1727607890,2024-09-29T11:04:50Z,CEB806,8125,274,101,1.08316,104.170456
1727607893,2024-09-29T11:04:53Z,CEB806,8125,274,97,1.082526,104.174782
1727607896,2024-09-29T11:04:56Z,CEB806,8125,274,92,1.082245,104.178604
1727607899,2024-09-29T11:04:59Z,CEB806,8150,274,90,1.082293,104.182358
1727607902,2024-09-29T11:05:02Z,CEB806,8150,273,87,1.082433,104.186478
1727607905,2024-09-29T11:05:05Z,CEB806,8150,273,87,1.082619,104.190262
1727607909,2024-09-29T11:05:09Z,CEB806,8150,273,86,1.082852,104.19429
1727607911,2024-09-29T11:05:11Z,CEB806,8150,274,86,1.083023,104.197639
1727607915,2024-09-29T11:05:15Z,CEB806,8175,272,87,1.083252,104.201927
1727607917,2024-09-29T11:05:17Z,CEB806,8225,272,87,1.083389,104.205185
1727607921,2024-09-29T11:05:21Z,CEB806,8275,272,87,1.08355,104.209534
1727607936,2024-09-29T11:05:36Z,CEB806,8775,276,74,1.085878,104.228622
1727607939,2024-09-29T11:05:39Z,CEB806,8850,276,71,1.087181,104.232224
1727607942,2024-09-29T11:05:42Z,CEB806,8925,278,65,1.088764,104.235863
1727607945,2024-09-29T11:05:45Z,CEB806,9000,277,63,1.09044,104.239326
1727607948,2024-09-29T11:05:48Z,CEB806,9050,277,62,1.091904,104.242096
1727607951,2024-09-29T11:05:51Z,CEB806,9125,276,61,1.093931,104.245857
1727607954,2024-09-29T11:05:54Z,CEB806,9150,278,61,1.095795,104.249222
1727607957,2024-09-29T11:05:57Z,CEB806,9175,280,60,1.097748,104.252769
1727607960,2024-09-29T11:06:00Z,CEB806,9150,280,60,1.099319,104.255554
1727607964,2024-09-29T11:06:04Z,CEB806,9150,278,60,1.102112,104.26049
1727607967,2024-09-29T11:06:07Z,CEB806,9175,278,61,1.103986,104.263947
1727607982,2024-09-29T11:06:22Z,CEB806,9350,276,61,1.113436,104.281235
1727607997,2024-09-29T11:06:37Z,CEB806,9900,276,62,1.122437,104.298103
1727608012,2024-09-29T11:06:52Z,CEB806,10475,276,62,1.131545,104.315231
1727608028,2024-09-29T11:07:08Z,CEB806,11000,280,62,1.140716,104.332611
1727608043,2024-09-29T11:07:23Z,CEB806,11525,282,68,1.149235,104.350182
1727608058,2024-09-29T11:07:38Z,CEB806,12000,284,71,1.155846,104.368835
1727608091,2024-09-29T11:08:11Z,CEB806,12950,286,70,1.170463,104.410507
1727608121,2024-09-29T11:08:41Z,CEB806,13000,285,70,1.183823,104.447861
1727608155,2024-09-29T11:09:15Z,CEB806,13000,289,71,1.198348,104.489594
1727608188,2024-09-29T11:09:48Z,CEB806,13000,289,70,1.212965,104.531265
1727608218,2024-09-29T11:10:18Z,CEB806,13000,289,70,1.226578,104.569778
1727608251,2024-09-29T11:10:51Z,CEB806,13000,288,70,1.241315,104.611435
1727608285,2024-09-29T11:11:25Z,CEB806,13000,288,70,1.256287,104.653198
1727608318,2024-09-29T11:11:58Z,CEB806,13250,288,70,1.271248,104.695068
1727608348,2024-09-29T11:12:28Z,CEB806,14200,293,70,1.284897,104.733459
1727608381,2024-09-29T11:13:01Z,CEB806,15125,301,70,1.300204,104.77623
1727608414,2024-09-29T11:13:34Z,CEB806,15575,325,70,1.316404,104.821457
1727608448,2024-09-29T11:14:08Z,CEB806,16050,348,70,1.334141,104.870804
1727608466,2024-09-29T11:14:26Z,CEB806,16400,354,82,1.341263,104.899261
1727608469,2024-09-29T11:14:29Z,CEB806,16475,356,85,1.34166,104.904068
1727608472,2024-09-29T11:14:32Z,CEB806,16575,356,88,1.341868,104.909729
1727608475,2024-09-29T11:14:35Z,CEB806,16650,356,89,1.341934,104.914268
1727608478,2024-09-29T11:14:38Z,CEB806,16750,357,89,1.342008,104.919434
1727608481,2024-09-29T11:14:41Z,CEB806,16850,356,89,1.342054,104.924408
